73,7364,56,1153634.72,28,20,1
73,7345,64,255755.25,44,8,0
73,7345,64,-23500,1,0,0
73,7312,56,678110,15,3,0
52,5239,38,-32113.86,6,3,1
52,5255,38,379456.9,21,12,1
73,7315,56,485768.02,17,7,1
73,7315,10,5179501.05,91,22,1
49,4961,36,2546301,58,56,1
52,5270,56,-9890,19,5,1
85,8573,45,32910,5,1,0
52,5270,56,1393574.41,29,11,1
73,7364,56,239190,4,3,1
52,5202,38,273199.23,23,4,0
52,5233,38,113844.4,6,3,1
85,8558,45,523970.86,30,18,1
73,7385,67,485306.35,9,4,1
49,4961,36,-108566.93,17,8,1
52,5255,38,93930.4,5,2,1
52,5255,38,-197208.76,10,5,1
49,4952,36,598690,10,6,1
85,8592,64,186527.52,10,7,1
73,7312,56,676652,20,14,1
52,5233,56,290838.33,12,7,1
85,8592,64,348030,8,3,1
49,4994,36,-181090,1,0,0
85,8558,45,1874603.54,79,52,1
73,7364,56,276487.22,21,7,1
85,8549,45,-80693.25,2,0,0
49,4977,36,593055.59,22,9,1
85,8503,64,150600,7,5,1
49,4952,36,1342870,29,23,1
85,8576,45,421203.31,7,5,1
73,7345,64,-9100,1,0,0
73,7336,64,178428.23,15,6,1
85,8576,45,628962.27,25,14,1
85,8576,45,1050161.76,24,19,1
52,5239,38,150996.87,6,3,1
52,5239,38,392814.22,16,10,1
85,8527,64,358093.89,7,4,1
85,8558,45,153951.9,13,5,1
73,7364,56,669480.45,31,6,0
85,8558,45,394154.37,16,11,1
52,5202,38,197468,10,6,1
85,8542,64,314575.5,14,7,1
49,4994,36,691040.5,28,4,0
73,7364,56,867189.6,21,11,1
85,8549,64,612130.09,29,14,1
49,4961,36,591381.76,24,17,1
85,8573,45,727025.86,24,14,1
73,7312,56,511272.01,6,4,1
85,8558,45,344300,8,1,0
85,8558,45,1760739.52,63,24,1
73,7336,56,918717.37,25,19,1
73,7315,56,1110637.56,31,23,1
85,8558,45,725339.3,15,11,1
85,8549,64,548883.38,19,13,1
85,8576,45,197790,3,0,0
85,8576,45,72270,2,2,1
47,4745,34,2407140,107,47,1
1,108,34,323200,14,10,1
47,4794,34,1194685,36,23,1
1,156,34,243910,22,8,1
47,4730,34,410310.2,21,18,1
47,4740,34,77000,3,3,1
1,108,34,664017.28,44,27,1
1,108,34,304090,9,8,1
47,4751,34,592780,29,27,1
47,4740,34,801000,22,17,1
47,4745,34,1341791.65,45,30,1
47,4794,34,1169923,27,15,1
47,4751,34,377065,16,4,1
47,4745,34,391525,13,9,1
47,4730,34,747840,29,18,1
1,156,47,2170410,33,23,1
1,156,47,1351448.8,38,26,1
81,8112,63,3450841.2,49,37,1
81,8140,63,-9033,1,0,0
69,6963,53,801733,37,13,1
69,6963,53,519909,11,9,1
70,7066,7,2029230,54,4,0
81,7218,18,3491740.26,56,38,1
81,8182,61,1067996.06,35,15,1
81,8182,61,1163992.44,34,8,1
81,8190,63,453464.3,26,19,1
76,7655,58,1833539.56,26,13,1
81,8134,7,777600.19,29,11,1
76,7639,26,481653.74,24,9,1
81,8172,63,134050,24,10,1
81,8172,63,3440000,58,51,1
70,1094,7,1212170.94,48,18,1
81,8134,7,62349.99,9,3,1
81,8182,18,62671.52,10,2,0
70,7066,23,709791.01,34,8,1
81,8194,63,1451640.16,41,19,1
81,8125,61,-23709.18,24,7,1
81,8194,63,165235.9,10,3,1
69,6991,53,330185,12,4,1
70,1094,7,1120752.73,30,12,1
70,7018,7,865551.16,26,17,1
76,7639,58,544557.52,18,10,1
76,7633,58,245184.28,13,3,1
76,7616,58,-46704.55,12,1,0
69,6963,53,249400.88,11,7,1
70,7037,7,761441.55,38,27,1
70,1094,7,1592675,27,16,1
69,6944,58,1040525.43,48,24,1
69,6963,53,933878.32,29,13,1
76,7672,58,633290,10,8,1
81,8194,63,1376514.15,49,36,1
81,8172,63,2446775.21,58,13,1
81,8134,23,503088.18,24,10,1
81,8112,18,604554.4,23,9,1
70,1094,23,530546,13,3,1
69,6915,53,1254840.7,49,20,1
81,8110,61,1065279.68,40,17,1
64,6447,63,1337256.68,34,17,1
69,6915,53,279432.52,23,9,1
69,6909,53,329830.36,23,13,1
81,8110,18,77163.32,22,4,0
70,7037,7,1235699.41,37,20,1
70,1094,7,331481.52,13,8,1
69,6963,53,1530090,25,15,1
76,7639,26,2820038.7,43,34,1
76,7622,58,1354230.97,37,22,1
70,7066,7,906288.06,29,18,1
81,8125,18,751740.2,20,14,1
69,6991,74,1539909.1,31,17,1
76,7639,26,1426515.82,17,8,1
69,6991,74,843067.88,17,12,1
69,6909,53,1236636.33,28,18,1
76,7683,58,784464.51,11,9,1
69,6963,53,381467.44,5,3,1
69,6941,53,214770,4,4,1
81,8140,63,365190,19,14,1
81,8194,63,429450,11,11,1
81,8125,61,344500,8,6,1
81,8110,61,779792.22,19,11,1
81,8182,61,399460,8,7,1
81,8110,61,442850,9,8,1
76,7639,26,286830,5,1,0
76,7622,58,239995,5,5,1
76,7672,58,216400,7,4,1
76,7622,58,196530,4,3,1
76,7639,58,198900,2,1,1
76,7655,58,299700,6,6,1
50,5094,16,269800,15,2,0
50,5079,29,-342000,2,0,0
82,8276,62,416286.71,50,13,1
18,1823,13,1911735.7,41,21,1
57,5787,44,9542204.99,200,86,1
50,5015,16,-1102858.28,77,30,1
50,5039,16,802002.92,32,10,1
50,5015,29,-696500,2,0,0
18,1823,13,3550045,68,52,1
82,8273,62,1988799.6,73,3,0
55,5557,41,349350,7,3,1
50,5079,29,-150800,1,0,0
44,4471,13,596564.92,23,17,1
50,5071,37,1319077,39,12,1
44,4471,13,431649.78,18,9,1
50,5039,29,305660.5,15,11,1
55,5557,41,511010,10,3,1
55,5585,41,452080,7,1,0
44,4419,13,664010,25,1,0
18,1807,44,1405570,47,43,1
44,4419,13,899660,21,21,1
57,5747,44,2429380.38,128,21,0
18,1831,13,519510,29,18,1
82,8276,29,-288254,1,0,0
50,5039,29,-980579.67,49,29,1
50,5094,29,-33550,1,0,0
44,4471,13,559975.03,28,10,1
50,5079,37,76295.6,16,13,1
18,1855,13,826100,21,19,1
18,1807,13,183700,11,10,1
55,5557,41,-37736.8,5,1,0
82,8273,62,2410854.7,98,16,0
55,5557,37,60200,3,3,1
55,5557,41,-84000,1,0,0
29,2947,19,714670,17,15,1
82,8276,62,391752.9,21,3,0
50,5079,29,-69925,1,0,0
50,5071,29,-119875,1,0,0
55,5557,41,-32200,1,0,0
50,5079,29,-413104,2,0,0
44,4419,13,35220,5,4,1
44,4419,37,282698,8,5,1
50,5094,37,375261.04,26,10,1
29,2947,29,95280,8,6,1
44,4419,29,-121466,1,0,0
50,5094,29,-552280,2,0,0
50,5079,37,571065.84,49,22,1
82,8276,62,860288.66,40,19,1
82,8273,62,1155107,43,8,0
50,5071,29,-66940,1,0,0
44,4419,13,1903713,73,9,0
55,5557,37,204780,9,8,1
50,5079,37,420350,24,22,1
50,5094,16,308126.08,21,13,1
50,5094,29,-51400,1,0,0
50,5079,29,37920,4,3,1
82,8276,62,305424,17,6,1
57,5787,29,-95149.7,7,3,1
55,5585,41,191060,7,2,1
50,5071,37,761619,45,3,0
18,1823,29,336900,5,4,1
82,8276,62,-60752,3,2,1
55,5557,41,44957,2,0,0
82,8229,19,1445007,34,1,0
29,2947,19,1200340,27,10,1
82,8207,62,191180,22,2,0
29,2962,19,41870,5,0,0
82,8273,62,168550,6,2,1
29,2910,19,34962,3,0,0
6,651,4,10750,1,1,1
54,5454,40,1513060,41,15,1
9,925,5,1631641.18,49,14,1
9,954,5,1239741.63,33,19,1
6,662,4,85940,5,5,1
35,3532,40,138,1,1,1
86,8669,71,84500,1,1,1
4,485,4,209881.03,21,1,0
6,610,4,782095,22,22,1
78,7838,4,299450,29,13,1
6,607,4,85949.72,8,4,1
86,8669,71,1924885,98,9,0
78,7895,4,392540,26,1,0
79,7958,4,162700,11,1,0
6,632,40,668405.2,19,8,1
54,5454,40,650575,22,5,1
86,8669,71,1178010,27,25,1
78,7895,4,180850,15,11,1
35,3532,40,30050,3,0,0
6,632,40,330647,9,3,1
35,3532,40,348875,12,10,1
6,610,4,214053.42,13,10,1
35,3532,40,1015076,17,16,1
79,7914,4,763100,49,37,1
9,918,5,756990.91,58,12,1
35,3532,40,495651.97,13,2,0
9,925,5,236659.22,15,7,1
9,918,5,-19600,1,0,0
9,954,5,65050.22,8,2,1
9,925,5,603601.51,37,18,1
78,7866,4,299340,22,17,1
86,8669,71,473221.5,20,11,1
9,925,5,521740,37,12,1
78,7857,4,330940,26,17,1
6,669,4,78200,4,2,1
9,925,5,271950.63,19,8,1
9,925,5,71407.66,11,5,1
9,921,5,349396.8,18,7,1
6,632,40,1310430,42,20,1
86,8669,71,624341.56,15,5,1
9,929,5,313353.05,30,8,1
78,7895,4,122840,7,4,1
4,428,4,731850,34,29,1
86,8669,71,1011700,15,15,1
6,694,40,971885,26,9,1
35,3532,40,1016460.53,40,20,1
4,428,4,145900,6,4,1
35,3532,40,131850,9,8,1
35,3532,40,795610,41,15,1
54,5454,40,496550,13,1,0
54,5454,40,235000,16,7,1
86,8669,71,225850,9,8,1
87,8790,69,847978.4,18,4,1
87,8743,69,1605634.97,61,11,0
41,4161,30,511910,8,8,1
41,4109,28,3311648.4,75,31,1
41,4147,28,2231250.99,36,29,1
41,4147,28,578018.45,17,11,1
87,8725,31,173257,6,3,1
87,8790,31,542464.54,21,9,1
41,4147,28,316680.4,9,3,1
65,6576,51,1051053.3,44,32,1
41,4109,28,1537452,37,29,1
65,6528,51,562875,15,11,1
87,8786,31,696968,23,1,0
41,4123,30,4787210.25,117,54,1
41,4109,28,159676.8,11,5,1
41,4109,28,456418,8,7,1
65,1547,51,351000,10,10,1
41,4111,28,785580.52,51,9,0
41,4147,28,1911636,41,23,1
87,8782,69,4695811.95,45,26,1
87,3334,31,744094.3,17,7,1
41,4190,30,1853632.54,21,14,1
87,8782,69,31303.22,4,2,1
41,4161,30,1224270,25,20,1
87,8743,69,1936883.7,17,10,1
41,4109,51,192214.85,19,9,1
65,6528,51,486051.92,21,15,1
41,4147,28,-117736,1,0,0
44,4471,28,604358.6,17,10,1
87,8786,31,2836600.55,38,28,1
41,4109,51,38576,13,5,1
41,4104,51,799680.8,14,7,1
41,4190,30,1087800,57,30,1
41,4138,30,420525,12,10,1
44,3334,28,940371.92,26,12,1
41,4104,51,396875,17,11,1
41,4161,30,427780,29,5,0
41,4161,30,670322.24,29,17,1
41,4111,28,-31965,1,0,0
41,4111,28,211435,8,8,1
41,4161,30,611497,13,10,1
41,4111,28,192670.4,12,7,1
41,4111,28,215187.8,6,2,1
87,8704,31,561210.5,10,8,1
65,6528,51,281385,8,6,1
87,8782,69,1101211.7,18,10,1
87,8782,69,1194088.25,18,16,1
65,6576,51,626290,21,12,1
87,8786,31,999887.25,13,9,1
87,8782,69,4018369.51,119,34,1
41,4161,28,1053200.06,19,11,1
41,4161,28,557630,33,19,1
41,4147,28,-54340,1,0,0
41,4138,32,2594445,27,26,1
55,5557,51,437786.83,12,6,1
55,5585,51,99600,2,2,1
55,5585,28,587247,6,5,1
55,5585,51,870722.84,24,8,1
55,5557,51,-24800,1,0,0
55,5557,51,-59840,1,0,0
55,5557,28,399100,4,3,1
55,5585,51,513841.92,7,4,1
55,5585,51,912276.4,9,5,1
65,1547,51,859914.29,25,11,1
41,4104,51,233750,8,4,1
87,3334,31,917402,10,6,1
87,8790,69,999352,3,3,1
47,4753,69,668120,7,6,1
41,4111,28,299920,9,1,0
41,4111,28,648403,6,3,1
41,4111,28,359450,10,9,1
87,8790,69,399752,2,2,1
87,8782,69,499737,3,2,1
36,3644,76,183760,7,7,1
58,5883,76,7140905,75,31,1
90,9047,76,333781.52,13,1,0
36,3671,3,1123593.71,29,18,1
36,3668,3,396103.23,15,10,1
36,3671,3,35034.25,7,5,1
36,3644,3,607649.4,22,7,1
58,5883,76,369630.82,29,9,1
36,3611,3,874596.28,17,6,1
58,5856,76,367610.97,16,10,1
36,3671,3,1566710.58,36,20,1
36,3677,76,530085,18,11,1
58,5856,76,161160,10,0,0
90,9089,76,323599.12,2,1,1
58,5835,76,224746.82,10,8,1
67,6768,52,2220586,48,21,1
56,5682,43,2393265,45,1,0
33,3330,21,3242595.5,97,75,1
67,6702,52,1033530.4,26,11,1
56,5646,43,-217870,1,0,0
56,5646,43,1256600,24,18,1
59,5956,52,-129873,2,0,0
56,5628,43,1334172.92,32,16,1
93,9395,77,3257012.5,55,25,1
93,9376,77,1267760,20,11,1
68,6860,57,236803.19,11,4,1
48,4811,57,350463.8,15,7,1
68,6876,57,383025,10,9,1
68,6876,57,119826,4,3,1
26,2626,25,2281000,5,4,1
26,2695,25,276000,4,2,1
26,2665,25,2381000,6,4,1
59,5956,25,5675350,11,4,1
26,2604,25,996000,1,1,1
59,5994,52,496674.15,17,13,1
59,5974,52,361600.4,36,14,1
33,3330,25,680565,8,0,0
56,5039,43,541850,6,6,1
93,9347,77,629516.38,19,11,1
56,5670,70,-89413,1,0,0
93,9347,77,565002.25,18,13,1
38,3847,25,2485540,10,6,1
33,3330,25,13234000,1,0,0
59,5994,52,-98424,1,0,0
26,2614,43,457120,21,15,1
59,5974,52,43192,3,2,1
26,2690,52,52140.7,4,3,1
59,5944,52,809100,20,17,1
93,9325,77,106400.93,6,1,0
26,2672,43,674900,14,12,1
26,2662,43,1437776,33,17,1
33,3386,21,201880,6,6,1
68,6807,57,80794.2,11,5,1
68,6860,57,608035.89,24,13,1
93,9385,77,1123178,15,8,1
68,6860,57,1825225.57,65,33,1
68,6863,57,531561.95,35,22,1
93,9357,77,482585,6,6,1
26,2616,43,-44170,2,1,1
68,6807,57,696320.55,39,22,1
33,3336,21,76546,12,3,1
93,9328,66,401031.45,12,8,1
93,9323,77,1656110,29,18,1
68,6852,57,496359.22,19,13,1
68,6807,57,-12904.33,12,3,1
56,5682,43,-188280,2,0,0
61,6113,77,100440,4,3,1
61,6113,77,496040,16,9,1
93,9357,77,154430,10,5,1
68,6864,57,351787.19,19,8,1
26,2662,43,217729.7,8,4,1
59,5956,52,102613.22,10,5,1
33,3334,21,211850,8,8,1
26,2638,52,764640,24,16,1
59,5984,52,221466,9,9,1
56,5622,43,72340.14,4,2,1
67,6758,52,160250,6,10,1
68,6860,57,715129.79,23,16,1
56,5678,43,521500.73,10,7,1
26,2626,25,5531775,11,9,1
56,5678,43,1028014.8,34,19,1
93,9328,66,4867069,73,20,1
26,2654,25,45000,4,0,0
26,2626,25,197149.5,3,3,1
59,5974,52,214450,7,6,1
26,2604,25,6107400,10,7,1
33,3332,21,812861.67,29,8,1
93,9357,77,135100,3,2,1
56,5670,70,2436172.84,80,0,0
56,5670,70,246905,12,4,1
56,5678,43,1010550,34,19,1
59,5994,52,727101,25,18,1
26,2614,43,1245911.4,35,22,1
59,5956,52,921050,21,17,1
59,5956,25,15728580,1,1,1
68,6860,57,775386.4,30,17,1
12,1204,57,580555.04,25,17,1
59,5924,52,542143,22,8,1
33,3330,25,4004000,7,5,1
68,6852,57,244000,6,2,1
33,3332,21,84740,2,0,0
26,2692,52,77149.38,13,7,1
26,2695,25,996000,1,1,1
56,5622,43,443400,7,1,0
12,1263,25,1940000,2,2,1
93,9325,77,90000,1,1,1
56,5646,25,999550,2,1,1
93,9366,77,381195,9,7,1
26,2648,25,480000,2,2,1
93,9357,77,66000,1,1,1
77,7773,59,1480895.78,41,23,1
27,2712,17,1133450.82,24,12,1
94,9486,60,5000,1,1,1
94,9494,78,650125.18,29,12,1
94,8576,60,710418,14,12,1
77,7790,59,1812532.14,55,19,1
77,7704,59,1349706.95,42,18,1
94,9408,78,2157458.5,45,22,1
77,7725,59,1107048.7,23,12,1
94,9494,78,3581599.5,78,60,1
94,9494,78,245429,11,2,0
27,2777,20,376.76,46,19,1
27,2738,20,453972.96,34,16,1
27,2730,17,4136998.5,62,35,1
77,7773,59,2611489.94,57,26,1
27,2764,17,965310.8,29,2,0
27,2712,17,958846.4,22,7,1
94,9494,78,-103974.16,11,6,1
27,2764,17,892934,29,20,1
94,9494,78,679334.32,33,12,1
94,9451,24,898990,10,10,1
27,2730,17,441148,27,4,0
27,2738,20,0,6,0,0
94,8576,60,-32770,1,0,0
94,9494,78,958692.61,19,9,1
27,2764,17,505555.1,29,14,1
94,8576,60,830393.21,33,16,1
27,2662,20,62232.61,15,4,1
27,2730,17,3173108.25,71,28,1
94,9494,78,1078560,55,36,1
94,8576,60,960950.6,30,14,1
27,2710,20,-63991.78,3,1,1
27,2721,60,463785.25,20,7,1
77,7725,78,551768.02,11,7,1
94,9494,78,-12800,1,0,0
94,9408,78,325628.29,31,12,1
94,9494,78,170300,5,2,1
94,9451,60,363989.12,15,5,1
27,2738,20,-102635,1,0,0
27,2743,20,260720,14,6,1
94,8576,60,405349.37,11,7,1
27,2764,17,764771.72,35,22,1
27,2756,17,251565.16,23,13,1
27,2743,20,793599.96,22,12,1
27,2738,20,596080,6,6,1
94,9408,78,1199849.8,44,21,1
94,9486,24,1305054.06,33,17,1
77,7725,59,476552.9,17,9,1
94,8576,60,256950,4,0,0
94,9494,78,460300,15,13,1
27,2712,78,695790,11,10,1
27,2764,17,802231.11,28,13,1
27,2717,17,-93822.83,3,0,0
27,2743,20,2666.37,3,1,1
27,2738,20,-117815,2,0,0
27,2730,65,526696.31,15,8,1
94,9494,78,637272.74,21,10,1
27,2712,17,2062058,30,29,1
94,9486,60,1750740.1,39,27,1
27,2662,20,588925.92,26,12,1
27,2743,20,429981.92,22,6,1
94,9494,78,565330,13,12,1
94,9494,78,186420,4,3,1
94,9494,78,290698.74,16,9,1
94,9494,78,85230,6,3,1
94,9451,24,1962660,30,25,1
94,9451,24,2342745,30,24,1
94,8576,60,599848,12,12,1
27,2764,17,1370168.87,35,24,1
77,7725,59,1474081.02,34,23,1
27,2756,17,1504547.44,34,25,1
77,7725,59,349690,4,4,1
77,7734,59,587742.52,24,12,1
27,2717,17,399440,10,8,1
22,2294,15,52550,1,1,1
22,2249,15,23233.07,10,3,1
22,2216,8,9186468.14,166,53,1
22,2216,8,1427400,53,17,1
22,2294,15,-4920,1,0,0
3,351,68,-28500,1,0,0
22,2266,15,226080,3,2,1
22,2290,15,581050.5,25,5,0
22,2294,15,738760.4,52,41,1
22,2294,15,142089.71,11,8,1
22,2216,15,976887,44,24,1
22,2216,15,164050,9,8,1
3,304,15,-101135,1,0,0
15,1547,68,124200,9,3,1
22,2245,8,69000,3,3,1
3,314,68,607720,17,17,1
15,1508,68,1608347,30,22,1
22,2216,15,1192206,46,22,1
